x_mat     x2
0.0714929    0.439729
0.0715928    0.440118
0.0716928    0.440507
0.0717928    0.440896
0.0718928    0.441283
0.0719928    0.441671
0.0720928    0.442058
0.0721928    0.442444
0.0722928    0.44283
0.0723928    0.443216
0.0724928    0.4436
0.0725927    0.443985
0.0726927    0.444369
0.0727927    0.444752
0.0728927    0.445135
0.0729927    0.445518
0.0730927    0.4459
0.0731927    0.446282
0.0732927    0.446663
0.0733927    0.447043
0.0734927    0.447424
0.0735926    0.447803
0.0736926    0.448182
0.0737926    0.448561
0.0738926    0.448939
0.0739926    0.449317
0.0740926    0.449694
0.0741926    0.450071
0.0742926    0.450447
0.0743926    0.450823
0.0744926    0.451199
0.0745925    0.451573
0.0746925    0.451948
0.0747925    0.452322
0.0748925    0.452695
0.0749925    0.453068
0.0750925    0.453441
0.0751925    0.453813
0.0752925    0.454184
0.0753925    0.454555
0.0754925    0.454926
0.0755924    0.455296
0.0756924    0.455666
0.0757924    0.456035
0.0758924    0.456404
0.0759924    0.456772
0.0760924    0.45714
0.0761924    0.457507
0.0762924    0.457874
0.0763924    0.458241
0.0764924    0.458607
0.0765923    0.458972
0.0766923    0.459337
0.0767923    0.459702
0.0768923    0.460066
0.0769923    0.460429
0.0770923    0.460793
0.0771923    0.461155
0.0772923    0.461517
0.0773923    0.461879
0.0774923    0.462241
0.0775922    0.462601
0.0776922    0.462962
0.0777922    0.463322
0.0778922    0.463681
0.0779922    0.46404
0.0780922    0.464399
0.0781922    0.464757
0.0782922    0.465114
0.0783922    0.465472
0.0784922    0.465828
0.0785921    0.466185
0.0786921    0.46654
0.0787921    0.466896
0.0788921    0.467251
0.0789921    0.467605
0.0790921    0.467959
0.0791921    0.468313
0.0792921    0.468666
0.0793921    0.469018
0.0794921    0.46937
0.079592    0.469722
0.079692    0.470073
0.079792    0.470424
0.079892    0.470775
0.079992    0.471125
0.080092    0.471474
0.080192    0.471823
0.080292    0.472172
0.080392    0.47252
0.080492    0.472867
0.0805919    0.473215
0.0806919    0.473561
0.0807919    0.473908
0.0808919    0.474254
0.0809919    0.474599
0.0810919    0.474944
0.0811919    0.475289
0.0812919    0.475633
0.0813919    0.475976
0.0814919    0.47632
0.0815918    0.476662
0.0816918    0.477005
0.0817918    0.477347
0.0818918    0.477688
0.0819918    0.478029
0.0820918    0.47837
0.0821918    0.47871
0.0822918    0.47905
0.0823918    0.479389
0.0824918    0.479728
0.0825917    0.480066
0.0826917    0.480404
0.0827917    0.480741
0.0828917    0.481078
0.0829917    0.481415
0.0830917    0.481751
0.0831917    0.482087
0.0832917    0.482422
0.0833917    0.482757
0.0834917    0.483092
0.0835916    0.483426
0.0836916    0.483759
0.0837916    0.484092
0.0838916    0.484425
0.0839916    0.484757
0.0840916    0.485089
0.0841916    0.485421
0.0842916    0.485752
0.0843916    0.486082
0.0844916    0.486412
0.0845915    0.486742
0.0846915    0.487071
0.0847915    0.4874
0.0848915    0.487728
0.0849915    0.488056
0.0850915    0.488384
0.0851915    0.488711
0.0852915    0.489038
0.0853915    0.489364
0.0854915    0.48969
0.0855914    0.490015
0.0856914    0.49034
0.0857914    0.490665
0.0858914    0.490989
0.0859914    0.491313
0.0860914    0.491636
0.0861914    0.491959
0.0862914    0.492281
0.0863914    0.492603
0.0864914    0.492925
0.0865913    0.493246
0.0866913    0.493567
0.0867913    0.493887
0.0868913    0.494207
0.0869913    0.494527
0.0870913    0.494846
0.0871913    0.495164
0.0872913    0.495483
0.0873913    0.4958
0.0874913    0.496118
0.0875912    0.496435
0.0876912    0.496751
0.0877912    0.497068
0.0878912    0.497383
0.0879912    0.497699
0.0880912    0.498014
0.0881912    0.498328
0.0882912    0.498642
0.0883912    0.498956
0.0884912    0.499269
0.0885911    0.499582
0.0886911    0.499894
0.0887911    0.500206
0.0888911    0.500518
