   x    v    u    error 
     0.41836      0.56642      0.56642     -7.05347 
     0.41846      0.56633      0.56633     -7.05346 
     0.41856      0.56625      0.56625     -7.05345 
     0.41866      0.56616      0.56616     -7.05344 
     0.41876      0.56608      0.56608     -7.05343 
     0.41886      0.56599      0.56599     -7.05342 
     0.41896      0.56591      0.56591     -7.05341 
     0.41906      0.56582      0.56582     -7.05340 
     0.41916      0.56574      0.56574     -7.05339 
     0.41926      0.56565      0.56565     -7.05338 
     0.41936      0.56557      0.56557     -7.05337 
     0.41946      0.56548      0.56548     -7.05336 
     0.41956      0.56540      0.56540     -7.05335 
     0.41966      0.56531      0.56531     -7.05334 
     0.41976      0.56523      0.56523     -7.05333 
     0.41986      0.56514      0.56514     -7.05332 
     0.41996      0.56506      0.56506     -7.05331 
     0.42006      0.56497      0.56497     -7.05330 
     0.42016      0.56489      0.56489     -7.05329 
     0.42026      0.56480      0.56480     -7.05328 
     0.42036      0.56472      0.56472     -7.05327 
     0.42046      0.56463      0.56463     -7.05326 
     0.42056      0.56455      0.56455     -7.05325 
     0.42066      0.56446      0.56446     -7.05324 
     0.42076      0.56438      0.56438     -7.05323 
     0.42086      0.56429      0.56429     -7.05322 
     0.42096      0.56421      0.56421     -7.05321 
     0.42106      0.56412      0.56412     -7.05320 
     0.42116      0.56404      0.56404     -7.05319 
     0.42126      0.56395      0.56395     -7.05318 
     0.42136      0.56387      0.56387     -7.05317 
     0.42146      0.56378      0.56378     -7.05316 
     0.42156      0.56370      0.56370     -7.05315 
     0.42166      0.56361      0.56361     -7.05314 
     0.42176      0.56353      0.56353     -7.05313 
     0.42186      0.56344      0.56344     -7.05313 
     0.42196      0.56336      0.56336     -7.05312 
     0.42206      0.56327      0.56327     -7.05311 
     0.42216      0.56319      0.56319     -7.05310 
     0.42226      0.56310      0.56310     -7.05309 
     0.42236      0.56302      0.56302     -7.05308 
     0.42246      0.56293      0.56293     -7.05307 
     0.42256      0.56284      0.56284     -7.05306 
     0.42266      0.56276      0.56276     -7.05305 
     0.42276      0.56267      0.56267     -7.05304 
     0.42286      0.56259      0.56259     -7.05303 
     0.42296      0.56250      0.56250     -7.05302 
     0.42306      0.56242      0.56242     -7.05301 
     0.42316      0.56233      0.56233     -7.05300 
     0.42326      0.56225      0.56225     -7.05299 
     0.42336      0.56216      0.56216     -7.05298 
     0.42346      0.56208      0.56208     -7.05297 
     0.42356      0.56199      0.56199     -7.05296 
     0.42366      0.56190      0.56190     -7.05295 
     0.42376      0.56182      0.56182     -7.05294 
     0.42386      0.56173      0.56173     -7.05293 
     0.42396      0.56165      0.56165     -7.05292 
     0.42406      0.56156      0.56156     -7.05291 
     0.42416      0.56148      0.56148     -7.05290 
     0.42426      0.56139      0.56139     -7.05289 
     0.42436      0.56131      0.56131     -7.05288 
     0.42446      0.56122      0.56122     -7.05287 
     0.42456      0.56113      0.56113     -7.05286 
     0.42466      0.56105      0.56105     -7.05285 
     0.42476      0.56096      0.56096     -7.05284 
     0.42486      0.56088      0.56088     -7.05283 
     0.42496      0.56079      0.56079     -7.05282 
     0.42506      0.56071      0.56071     -7.05281 
     0.42516      0.56062      0.56062     -7.05280 
     0.42526      0.56053      0.56053     -7.05279 
     0.42536      0.56045      0.56045     -7.05278 
     0.42546      0.56036      0.56036     -7.05277 
     0.42556      0.56028      0.56028     -7.05276 
     0.42566      0.56019      0.56019     -7.05275 
     0.42576      0.56011      0.56011     -7.05274 
     0.42586      0.56002      0.56002     -7.05273 
     0.42596      0.55993      0.55993     -7.05272 
     0.42606      0.55985      0.55985     -7.05271 
     0.42616      0.55976      0.55976     -7.05270 
     0.42626      0.55968      0.55968     -7.05269 
     0.42636      0.55959      0.55959     -7.05268 
     0.42646      0.55950      0.55950     -7.05267 
     0.42656      0.55942      0.55942     -7.05266 
     0.42666      0.55933      0.55933     -7.05265 
     0.42676      0.55925      0.55925     -7.05264 
     0.42686      0.55916      0.55916     -7.05263 
     0.42696      0.55907      0.55907     -7.05262 
     0.42706      0.55899      0.55899     -7.05261 
     0.42716      0.55890      0.55890     -7.05260 
     0.42726      0.55882      0.55882     -7.05259 
     0.42736      0.55873      0.55873     -7.05258 
     0.42746      0.55864      0.55864     -7.05257 
     0.42756      0.55856      0.55856     -7.05256 
     0.42766      0.55847      0.55847     -7.05255 
     0.42776      0.55839      0.55839     -7.05254 
     0.42786      0.55830      0.55830     -7.05253 
     0.42796      0.55821      0.55821     -7.05252 
     0.42806      0.55813      0.55813     -7.05251 
     0.42816      0.55804      0.55804     -7.05250 
     0.42826      0.55796      0.55796     -7.05249 
     0.42836      0.55787      0.55787     -7.05248 
     0.42846      0.55778      0.55778     -7.05247 
     0.42856      0.55770      0.55770     -7.05246 
     0.42866      0.55761      0.55761     -7.05245 
     0.42876      0.55752      0.55752     -7.05244 
     0.42886      0.55744      0.55744     -7.05243 
     0.42896      0.55735      0.55735     -7.05242 
     0.42906      0.55727      0.55727     -7.05241 
     0.42916      0.55718      0.55718     -7.05240 
     0.42926      0.55709      0.55709     -7.05239 
     0.42936      0.55701      0.55701     -7.05238 
     0.42946      0.55692      0.55692     -7.05237 
     0.42956      0.55683      0.55683     -7.05236 
     0.42966      0.55675      0.55675     -7.05235 
     0.42976      0.55666      0.55666     -7.05234 
     0.42986      0.55657      0.55657     -7.05232 
     0.42996      0.55649      0.55649     -7.05231 
     0.43006      0.55640      0.55640     -7.05230 
     0.43016      0.55632      0.55632     -7.05229 
     0.43026      0.55623      0.55623     -7.05228 
     0.43036      0.55614      0.55614     -7.05227 
     0.43046      0.55606      0.55606     -7.05226 
     0.43056      0.55597      0.55597     -7.05225 
     0.43066      0.55588      0.55588     -7.05224 
     0.43076      0.55580      0.55580     -7.05223 
     0.43086      0.55571      0.55571     -7.05222 
     0.43096      0.55562      0.55562     -7.05221 
     0.43106      0.55554      0.55554     -7.05220 
     0.43116      0.55545      0.55545     -7.05219 
     0.43126      0.55536      0.55536     -7.05218 
     0.43136      0.55528      0.55528     -7.05217 
     0.43146      0.55519      0.55519     -7.05216 
     0.43156      0.55510      0.55510     -7.05215 
     0.43166      0.55502      0.55502     -7.05214 
     0.43176      0.55493      0.55493     -7.05213 
     0.43186      0.55484      0.55484     -7.05212 
     0.43196      0.55476      0.55476     -7.05211 
     0.43206      0.55467      0.55467     -7.05210 
     0.43216      0.55458      0.55458     -7.05209 
     0.43226      0.55450      0.55450     -7.05208 
     0.43236      0.55441      0.55441     -7.05207 
     0.43246      0.55432      0.55432     -7.05206 
     0.43256      0.55424      0.55424     -7.05205 
     0.43266      0.55415      0.55415     -7.05204 
     0.43276      0.55406      0.55406     -7.05203 
     0.43286      0.55398      0.55398     -7.05202 
     0.43296      0.55389      0.55389     -7.05201 
     0.43306      0.55380      0.55380     -7.05200 
     0.43316      0.55372      0.55372     -7.05199 
     0.43326      0.55363      0.55363     -7.05198 
     0.43336      0.55354      0.55354     -7.05197 
     0.43346      0.55346      0.55346     -7.05196 
     0.43356      0.55337      0.55337     -7.05195 
     0.43366      0.55328      0.55328     -7.05194 
     0.43376      0.55319      0.55319     -7.05193 
     0.43386      0.55311      0.55311     -7.05192 
     0.43396      0.55302      0.55302     -7.05191 
     0.43406      0.55293      0.55293     -7.05190 
     0.43416      0.55285      0.55285     -7.05189 
     0.43426      0.55276      0.55276     -7.05188 
     0.43436      0.55267      0.55267     -7.05186 
     0.43446      0.55259      0.55259     -7.05185 
     0.43456      0.55250      0.55250     -7.05184 
     0.43466      0.55241      0.55241     -7.05183 
     0.43476      0.55232      0.55232     -7.05182 
     0.43486      0.55224      0.55224     -7.05181 
     0.43496      0.55215      0.55215     -7.05180 
     0.43506      0.55206      0.55206     -7.05179 
     0.43516      0.55198      0.55198     -7.05178 
     0.43526      0.55189      0.55189     -7.05177 
     0.43536      0.55180      0.55180     -7.05176 
     0.43546      0.55172      0.55172     -7.05175 
     0.43556      0.55163      0.55163     -7.05174 
     0.43566      0.55154      0.55154     -7.05173 
     0.43576      0.55145      0.55145     -7.05172 
     0.43586      0.55137      0.55137     -7.05171 
     0.43596      0.55128      0.55128     -7.05170 
     0.43606      0.55119      0.55119     -7.05169 
     0.43616      0.55110      0.55110     -7.05168 
     0.43626      0.55102      0.55102     -7.05167 
     0.43636      0.55093      0.55093     -7.05166 
     0.43646      0.55084      0.55084     -7.05165 
     0.43656      0.55076      0.55076     -7.05164 
     0.43666      0.55067      0.55067     -7.05163 
     0.43676      0.55058      0.55058     -7.05162 
     0.43686      0.55049      0.55049     -7.05161 
     0.43696      0.55041      0.55041     -7.05160 
     0.43706      0.55032      0.55032     -7.05159 
     0.43716      0.55023      0.55023     -7.05158 
     0.43726      0.55014      0.55014     -7.05156 
     0.43736      0.55006      0.55006     -7.05155 
     0.43746      0.54997      0.54997     -7.05154 
     0.43756      0.54988      0.54988     -7.05153 
     0.43766      0.54980      0.54980     -7.05152 
     0.43776      0.54971      0.54971     -7.05151 
     0.43786      0.54962      0.54962     -7.05150 
     0.43796      0.54953      0.54953     -7.05149 
     0.43806      0.54945      0.54945     -7.05148 
     0.43816      0.54936      0.54936     -7.05147 
     0.43826      0.54927      0.54927     -7.05146 
     0.43836      0.54918      0.54918     -7.05145 
     0.43846      0.54910      0.54910     -7.05144 
     0.43856      0.54901      0.54901     -7.05143 
     0.43866      0.54892      0.54892     -7.05142 
     0.43876      0.54883      0.54883     -7.05141 
     0.43886      0.54875      0.54875     -7.05140 
     0.43896      0.54866      0.54866     -7.05139 
     0.43906      0.54857      0.54857     -7.05138 
     0.43916      0.54848      0.54848     -7.05137 
     0.43926      0.54839      0.54839     -7.05136 
     0.43936      0.54831      0.54831     -7.05135 
     0.43946      0.54822      0.54822     -7.05133 
     0.43956      0.54813      0.54813     -7.05132 
     0.43966      0.54804      0.54804     -7.05131 
     0.43976      0.54796      0.54796     -7.05130 
     0.43986      0.54787      0.54787     -7.05129 
     0.43996      0.54778      0.54778     -7.05128 
     0.44006      0.54769      0.54769     -7.05127 
     0.44016      0.54761      0.54761     -7.05126 
     0.44026      0.54752      0.54752     -7.05125 
     0.44036      0.54743      0.54743     -7.05124 
     0.44046      0.54734      0.54734     -7.05123 
     0.44056      0.54725      0.54725     -7.05122 
     0.44066      0.54717      0.54717     -7.05121 
     0.44076      0.54708      0.54708     -7.05120 
     0.44086      0.54699      0.54699     -7.05119 
     0.44096      0.54690      0.54690     -7.05118 
     0.44106      0.54682      0.54682     -7.05117 
     0.44116      0.54673      0.54673     -7.05116 
     0.44126      0.54664      0.54664     -7.05115 
     0.44136      0.54655      0.54655     -7.05113 
     0.44146      0.54646      0.54646     -7.05112 
     0.44156      0.54638      0.54638     -7.05111 
     0.44166      0.54629      0.54629     -7.05110 
     0.44176      0.54620      0.54620     -7.05109 
     0.44186      0.54611      0.54611     -7.05108 
     0.44196      0.54602      0.54602     -7.05107 
     0.44206      0.54594      0.54594     -7.05106 
     0.44216      0.54585      0.54585     -7.05105 
     0.44226      0.54576      0.54576     -7.05104 
     0.44236      0.54567      0.54567     -7.05103 
     0.44246      0.54558      0.54558     -7.05102 
     0.44256      0.54550      0.54550     -7.05101 
     0.44266      0.54541      0.54541     -7.05100 
     0.44276      0.54532      0.54532     -7.05099 
     0.44286      0.54523      0.54523     -7.05098 
     0.44296      0.54514      0.54514     -7.05097 
     0.44306      0.54506      0.54506     -7.05095 
     0.44316      0.54497      0.54497     -7.05094 
     0.44326      0.54488      0.54488     -7.05093 
     0.44336      0.54479      0.54479     -7.05092 
     0.44346      0.54470      0.54470     -7.05091 
     0.44356      0.54462      0.54462     -7.05090 
     0.44366      0.54453      0.54453     -7.05089 
     0.44376      0.54444      0.54444     -7.05088 
     0.44386      0.54435      0.54435     -7.05087 
     0.44396      0.54426      0.54426     -7.05086 
     0.44406      0.54418      0.54418     -7.05085 
     0.44416      0.54409      0.54409     -7.05084 
     0.44426      0.54400      0.54400     -7.05083 
     0.44436      0.54391      0.54391     -7.05082 
     0.44446      0.54382      0.54382     -7.05081 
     0.44456      0.54373      0.54373     -7.05080 
     0.44466      0.54365      0.54365     -7.05078 
     0.44476      0.54356      0.54356     -7.05077 
     0.44486      0.54347      0.54347     -7.05076 
     0.44496      0.54338      0.54338     -7.05075 
     0.44506      0.54329      0.54329     -7.05074 
     0.44516      0.54320      0.54320     -7.05073 
     0.44526      0.54312      0.54312     -7.05072 
     0.44536      0.54303      0.54303     -7.05071 
     0.44546      0.54294      0.54294     -7.05070 
     0.44556      0.54285      0.54285     -7.05069 
     0.44566      0.54276      0.54276     -7.05068 
     0.44576      0.54267      0.54267     -7.05067 
     0.44586      0.54259      0.54259     -7.05066 
     0.44596      0.54250      0.54250     -7.05065 
     0.44606      0.54241      0.54241     -7.05063 
     0.44616      0.54232      0.54232     -7.05062 
     0.44626      0.54223      0.54223     -7.05061 
     0.44636      0.54214      0.54214     -7.05060 
     0.44646      0.54206      0.54206     -7.05059 
     0.44656      0.54197      0.54197     -7.05058 
     0.44666      0.54188      0.54188     -7.05057 
     0.44676      0.54179      0.54179     -7.05056 
     0.44686      0.54170      0.54170     -7.05055 
     0.44696      0.54161      0.54161     -7.05054 
     0.44706      0.54152      0.54152     -7.05053 
     0.44716      0.54144      0.54144     -7.05052 
     0.44726      0.54135      0.54135     -7.05051 
     0.44736      0.54126      0.54126     -7.05049 
     0.44746      0.54117      0.54117     -7.05048 
     0.44756      0.54108      0.54108     -7.05047 
     0.44766      0.54099      0.54099     -7.05046 
     0.44776      0.54090      0.54090     -7.05045 
     0.44786      0.54082      0.54082     -7.05044 
     0.44796      0.54073      0.54073     -7.05043 
     0.44806      0.54064      0.54064     -7.05042 
     0.44816      0.54055      0.54055     -7.05041 
     0.44826      0.54046      0.54046     -7.05040 
     0.44836      0.54037      0.54037     -7.05039 
     0.44846      0.54028      0.54028     -7.05038 
     0.44856      0.54019      0.54019     -7.05036 
     0.44866      0.54011      0.54011     -7.05035 
     0.44876      0.54002      0.54002     -7.05034 
     0.44886      0.53993      0.53993     -7.05033 
     0.44896      0.53984      0.53984     -7.05032 
     0.44906      0.53975      0.53975     -7.05031 
     0.44916      0.53966      0.53966     -7.05030 
     0.44926      0.53957      0.53957     -7.05029 
     0.44936      0.53948      0.53948     -7.05028 
     0.44946      0.53940      0.53940     -7.05027 
     0.44956      0.53931      0.53931     -7.05026 
     0.44966      0.53922      0.53922     -7.05025 
     0.44976      0.53913      0.53913     -7.05023 
     0.44986      0.53904      0.53904     -7.05022 
     0.44996      0.53895      0.53895     -7.05021 
     0.45005      0.53886      0.53886     -7.05020 
     0.45015      0.53877      0.53877     -7.05019 
     0.45025      0.53868      0.53868     -7.05018 
     0.45035      0.53860      0.53860     -7.05017 
     0.45045      0.53851      0.53851     -7.05016 
     0.45055      0.53842      0.53842     -7.05015 
     0.45065      0.53833      0.53833     -7.05014 
     0.45075      0.53824      0.53824     -7.05013 
     0.45085      0.53815      0.53815     -7.05011 
     0.45095      0.53806      0.53806     -7.05010 
     0.45105      0.53797      0.53797     -7.05009 
     0.45115      0.53788      0.53788     -7.05008 
     0.45125      0.53780      0.53780     -7.05007 
     0.45135      0.53771      0.53771     -7.05006 
     0.45145      0.53762      0.53762     -7.05005 
     0.45155      0.53753      0.53753     -7.05004 
     0.45165      0.53744      0.53744     -7.05003 
     0.45175      0.53735      0.53735     -7.05002 
     0.45185      0.53726      0.53726     -7.05001 
     0.45195      0.53717      0.53717     -7.04999 
     0.45205      0.53708      0.53708     -7.04998 
     0.45215      0.53699      0.53699     -7.04997 
     0.45225      0.53690      0.53690     -7.04996 
     0.45235      0.53682      0.53682     -7.04995 
     0.45245      0.53673      0.53673     -7.04994 
     0.45255      0.53664      0.53664     -7.04993 
     0.45265      0.53655      0.53655     -7.04992 
     0.45275      0.53646      0.53646     -7.04991 
     0.45285      0.53637      0.53637     -7.04990 
     0.45295      0.53628      0.53628     -7.04988 
     0.45305      0.53619      0.53619     -7.04987 
     0.45315      0.53610      0.53610     -7.04986 
     0.45325      0.53601      0.53601     -7.04985 
     0.45335      0.53592      0.53592     -7.04984 
     0.45345      0.53583      0.53583     -7.04983 
     0.45355      0.53574      0.53574     -7.04982 
     0.45365      0.53566      0.53566     -7.04981 
     0.45375      0.53557      0.53557     -7.04980 
     0.45385      0.53548      0.53548     -7.04979 
     0.45395      0.53539      0.53539     -7.04977 
     0.45405      0.53530      0.53530     -7.04976 
     0.45415      0.53521      0.53521     -7.04975 
     0.45425      0.53512      0.53512     -7.04974 
     0.45435      0.53503      0.53503     -7.04973 
     0.45445      0.53494      0.53494     -7.04972 
     0.45455      0.53485      0.53485     -7.04971 
     0.45465      0.53476      0.53476     -7.04970 
     0.45475      0.53467      0.53467     -7.04969 
     0.45485      0.53458      0.53458     -7.04967 
     0.45495      0.53449      0.53449     -7.04966 
     0.45505      0.53440      0.53440     -7.04965 
     0.45515      0.53432      0.53432     -7.04964 
     0.45525      0.53423      0.53423     -7.04963 
     0.45535      0.53414      0.53414     -7.04962 
     0.45545      0.53405      0.53405     -7.04961 
     0.45555      0.53396      0.53396     -7.04960 
     0.45565      0.53387      0.53387     -7.04959 
     0.45575      0.53378      0.53378     -7.04957 
     0.45585      0.53369      0.53369     -7.04956 
     0.45595      0.53360      0.53360     -7.04955 
     0.45605      0.53351      0.53351     -7.04954 
     0.45615      0.53342      0.53342     -7.04953 
     0.45625      0.53333      0.53333     -7.04952 
     0.45635      0.53324      0.53324     -7.04951 
     0.45645      0.53315      0.53315     -7.04950 
     0.45655      0.53306      0.53306     -7.04949 
     0.45665      0.53297      0.53297     -7.04947 
     0.45675      0.53288      0.53288     -7.04946 
     0.45685      0.53279      0.53279     -7.04945 
     0.45695      0.53270      0.53270     -7.04944 
     0.45705      0.53261      0.53261     -7.04943 
     0.45715      0.53252      0.53252     -7.04942 
     0.45725      0.53243      0.53243     -7.04941 
     0.45735      0.53235      0.53235     -7.04940 
     0.45745      0.53226      0.53226     -7.04939 
     0.45755      0.53217      0.53217     -7.04937 
     0.45765      0.53208      0.53208     -7.04936 
     0.45775      0.53199      0.53199     -7.04935 
     0.45785      0.53190      0.53190     -7.04934 
     0.45795      0.53181      0.53181     -7.04933 
     0.45805      0.53172      0.53172     -7.04932 
     0.45815      0.53163      0.53163     -7.04931 
     0.45825      0.53154      0.53154     -7.04930 
     0.45835      0.53145      0.53145     -7.04928 
     0.45845      0.53136      0.53136     -7.04927 
     0.45855      0.53127      0.53127     -7.04926 
     0.45865      0.53118      0.53118     -7.04925 
     0.45875      0.53109      0.53109     -7.04924 
     0.45885      0.53100      0.53100     -7.04923 
     0.45895      0.53091      0.53091     -7.04922 
     0.45905      0.53082      0.53082     -7.04921 
     0.45915      0.53073      0.53073     -7.04919 
     0.45925      0.53064      0.53064     -7.04918 
     0.45935      0.53055      0.53055     -7.04917 
     0.45945      0.53046      0.53046     -7.04916 
     0.45955      0.53037      0.53037     -7.04915 
     0.45965      0.53028      0.53028     -7.04914 
     0.45975      0.53019      0.53019     -7.04913 
     0.45985      0.53010      0.53010     -7.04912 
     0.45995      0.53001      0.53001     -7.04910 
     0.46005      0.52992      0.52992     -7.04909 
     0.46015      0.52983      0.52983     -7.04908 
     0.46025      0.52974      0.52974     -7.04907 
     0.46035      0.52965      0.52965     -7.04906 
     0.46045      0.52956      0.52956     -7.04905 
     0.46055      0.52947      0.52947     -7.04904 
     0.46065      0.52938      0.52938     -7.04903 
     0.46075      0.52929      0.52929     -7.04901 
     0.46085      0.52920      0.52920     -7.04900 
     0.46095      0.52911      0.52911     -7.04899 
     0.46105      0.52902      0.52902     -7.04898 
     0.46115      0.52893      0.52893     -7.04897 
     0.46125      0.52884      0.52884     -7.04896 
     0.46135      0.52875      0.52875     -7.04895 
     0.46145      0.52866      0.52866     -7.04893 
     0.46155      0.52857      0.52857     -7.04892 
     0.46165      0.52848      0.52848     -7.04891 
     0.46175      0.52839      0.52839     -7.04890 
     0.46185      0.52830      0.52830     -7.04889 
     0.46195      0.52821      0.52821     -7.04888 
     0.46205      0.52812      0.52812     -7.04887 
     0.46215      0.52803      0.52803     -7.04886 
     0.46225      0.52794      0.52794     -7.04884 
     0.46235      0.52785      0.52785     -7.04883 
     0.46245      0.52776      0.52776     -7.04882 
     0.46255      0.52767      0.52767     -7.04881 
     0.46265      0.52758      0.52758     -7.04880 
     0.46275      0.52749      0.52749     -7.04879 
     0.46285      0.52740      0.52740     -7.04878 
     0.46295      0.52731      0.52731     -7.04876 
     0.46305      0.52722      0.52722     -7.04875 
     0.46315      0.52713      0.52713     -7.04874 
     0.46325      0.52704      0.52704     -7.04873 
     0.46335      0.52695      0.52695     -7.04872 
     0.46345      0.52686      0.52686     -7.04871 
     0.46355      0.52677      0.52677     -7.04870 
     0.46365      0.52668      0.52668     -7.04868 
     0.46375      0.52659      0.52659     -7.04867 
     0.46385      0.52650      0.52650     -7.04866 
     0.46395      0.52641      0.52641     -7.04865 
     0.46405      0.52631      0.52631     -7.04864 
     0.46415      0.52622      0.52622     -7.04863 
     0.46425      0.52613      0.52613     -7.04862 
     0.46435      0.52604      0.52604     -7.04860 
     0.46445      0.52595      0.52595     -7.04859 
     0.46455      0.52586      0.52586     -7.04858 
     0.46465      0.52577      0.52577     -7.04857 
     0.46475      0.52568      0.52568     -7.04856 
     0.46485      0.52559      0.52559     -7.04855 
     0.46495      0.52550      0.52550     -7.04853 
     0.46505      0.52541      0.52541     -7.04852 
     0.46515      0.52532      0.52532     -7.04851 
     0.46525      0.52523      0.52523     -7.04850 
     0.46535      0.52514      0.52514     -7.04849 
     0.46545      0.52505      0.52505     -7.04848 
     0.46555      0.52496      0.52496     -7.04847 
     0.46565      0.52487      0.52487     -7.04845 
     0.46575      0.52478      0.52478     -7.04844 
     0.46585      0.52469      0.52469     -7.04843 
     0.46595      0.52460      0.52460     -7.04842 
     0.46605      0.52451      0.52451     -7.04841 
     0.46615      0.52442      0.52442     -7.04840 
     0.46625      0.52433      0.52433     -7.04839 
     0.46635      0.52423      0.52423     -7.04837 
     0.46645      0.52414      0.52414     -7.04836 
     0.46655      0.52405      0.52405     -7.04835 
     0.46665      0.52396      0.52396     -7.04834 
     0.46675      0.52387      0.52387     -7.04833 
     0.46685      0.52378      0.52378     -7.04832 
     0.46695      0.52369      0.52369     -7.04830 
     0.46705      0.52360      0.52360     -7.04829 
     0.46715      0.52351      0.52351     -7.04828 
     0.46725      0.52342      0.52342     -7.04827 
     0.46735      0.52333      0.52333     -7.04826 
     0.46745      0.52324      0.52324     -7.04825 
     0.46755      0.52315      0.52315     -7.04823 
     0.46765      0.52306      0.52306     -7.04822 
     0.46775      0.52297      0.52297     -7.04821 
     0.46785      0.52288      0.52288     -7.04820 
     0.46795      0.52278      0.52278     -7.04819 
     0.46805      0.52269      0.52269     -7.04818 
     0.46815      0.52260      0.52260     -7.04817 
     0.46825      0.52251      0.52251     -7.04815 
     0.46835      0.52242      0.52242     -7.04814 
     0.46845      0.52233      0.52233     -7.04813 
     0.46855      0.52224      0.52224     -7.04812 
     0.46865      0.52215      0.52215     -7.04811 
     0.46875      0.52206      0.52206     -7.04810 
     0.46885      0.52197      0.52197     -7.04808 
     0.46895      0.52188      0.52188     -7.04807 
     0.46905      0.52179      0.52179     -7.04806 
     0.46915      0.52170      0.52170     -7.04805 
     0.46925      0.52160      0.52160     -7.04804 
     0.46935      0.52151      0.52151     -7.04803 
     0.46945      0.52142      0.52142     -7.04801 
     0.46955      0.52133      0.52133     -7.04800 
     0.46965      0.52124      0.52124     -7.04799 
     0.46975      0.52115      0.52115     -7.04798 
     0.46985      0.52106      0.52106     -7.04797 
     0.46995      0.52097      0.52097     -7.04796 
     0.47005      0.52088      0.52088     -7.04794 
     0.47015      0.52079      0.52079     -7.04793 
     0.47025      0.52070      0.52070     -7.04792 
     0.47035      0.52061      0.52061     -7.04791 
     0.47045      0.52051      0.52051     -7.04790 
     0.47055      0.52042      0.52042     -7.04788 
     0.47065      0.52033      0.52033     -7.04787 
     0.47075      0.52024      0.52024     -7.04786 
     0.47085      0.52015      0.52015     -7.04785 
     0.47095      0.52006      0.52006     -7.04784 
     0.47105      0.51997      0.51997     -7.04783 
     0.47115      0.51988      0.51988     -7.04781 
     0.47125      0.51979      0.51979     -7.04780 
     0.47135      0.51970      0.51970     -7.04779 
     0.47145      0.51960      0.51960     -7.04778 
     0.47155      0.51951      0.51951     -7.04777 
     0.47165      0.51942      0.51942     -7.04776 
     0.47175      0.51933      0.51933     -7.04774 
     0.47185      0.51924      0.51924     -7.04773 
     0.47195      0.51915      0.51915     -7.04772 
     0.47205      0.51906      0.51906     -7.04771 
     0.47215      0.51897      0.51897     -7.04770 
     0.47225      0.51888      0.51888     -7.04768 
     0.47235      0.51878      0.51878     -7.04767 
     0.47245      0.51869      0.51869     -7.04766 
     0.47255      0.51860      0.51860     -7.04765 
     0.47265      0.51851      0.51851     -7.04764 
     0.47275      0.51842      0.51842     -7.04763 
     0.47285      0.51833      0.51833     -7.04761 
     0.47295      0.51824      0.51824     -7.04760 
     0.47305      0.51815      0.51815     -7.04759 
     0.47315      0.51806      0.51806     -7.04758 
     0.47325      0.51796      0.51796     -7.04757 
     0.47335      0.51787      0.51787     -7.04755 
     0.47345      0.51778      0.51778     -7.04754 
     0.47355      0.51769      0.51769     -7.04753 
     0.47365      0.51760      0.51760     -7.04752 
     0.47375      0.51751      0.51751     -7.04751 
     0.47385      0.51742      0.51742     -7.04750 
     0.47395      0.51733      0.51733     -7.04748 
     0.47405      0.51723      0.51723     -7.04747 
     0.47415      0.51714      0.51714     -7.04746 
     0.47425      0.51705      0.51705     -7.04745 
     0.47435      0.51696      0.51696     -7.04744 
     0.47445      0.51687      0.51687     -7.04742 
     0.47455      0.51678      0.51678     -7.04741 
     0.47465      0.51669      0.51669     -7.04740 
     0.47475      0.51660      0.51660     -7.04739 
     0.47485      0.51650      0.51650     -7.04738 
     0.47495      0.51641      0.51641     -7.04736 
     0.47505      0.51632      0.51632     -7.04735 
     0.47515      0.51623      0.51623     -7.04734 
     0.47525      0.51614      0.51614     -7.04733 
     0.47535      0.51605      0.51605     -7.04732 
     0.47545      0.51596      0.51596     -7.04730 
     0.47555      0.51587      0.51587     -7.04729 
     0.47565      0.51577      0.51577     -7.04728 
     0.47575      0.51568      0.51568     -7.04727 
     0.47585      0.51559      0.51559     -7.04726 
     0.47595      0.51550      0.51550     -7.04725 
     0.47605      0.51541      0.51541     -7.04723 
     0.47615      0.51532      0.51532     -7.04722 
     0.47625      0.51523      0.51523     -7.04721 
     0.47635      0.51513      0.51513     -7.04720 
     0.47645      0.51504      0.51504     -7.04719 
     0.47655      0.51495      0.51495     -7.04717 
     0.47665      0.51486      0.51486     -7.04716 
     0.47675      0.51477      0.51477     -7.04715 
     0.47685      0.51468      0.51468     -7.04714 
     0.47695      0.51458      0.51458     -7.04713 
     0.47705      0.51449      0.51449     -7.04711 
     0.47715      0.51440      0.51440     -7.04710 
     0.47725      0.51431      0.51431     -7.04709 
     0.47735      0.51422      0.51422     -7.04708 
     0.47745      0.51413      0.51413     -7.04707 
     0.47755      0.51404      0.51404     -7.04705 
     0.47765      0.51394      0.51394     -7.04704 
     0.47775      0.51385      0.51385     -7.04703 
     0.47785      0.51376      0.51376     -7.04702 
     0.47795      0.51367      0.51367     -7.04700 
     0.47805      0.51358      0.51358     -7.04699 
     0.47815      0.51349      0.51349     -7.04698 
     0.47825      0.51339      0.51339     -7.04697 
     0.47835      0.51330      0.51330     -7.04696 
     0.47845      0.51321      0.51321     -7.04694 
     0.47855      0.51312      0.51312     -7.04693 
     0.47865      0.51303      0.51303     -7.04692 
     0.47875      0.51294      0.51294     -7.04691 
     0.47885      0.51284      0.51284     -7.04690 
     0.47895      0.51275      0.51275     -7.04688 
     0.47905      0.51266      0.51266     -7.04687 
