   x    v    u    error 
     0.13699      0.60888      0.60888     -7.07127 
     0.13709      0.60903      0.60903     -7.07126 
     0.13719      0.60919      0.60919     -7.07126 
     0.13729      0.60934      0.60934     -7.07126 
     0.13739      0.60949      0.60949     -7.07125 
     0.13749      0.60965      0.60965     -7.07125 
     0.13759      0.60980      0.60980     -7.07124 
     0.13769      0.60995      0.60995     -7.07124 
     0.13779      0.61010      0.61010     -7.07124 
     0.13789      0.61026      0.61026     -7.07123 
     0.13799      0.61041      0.61041     -7.07123 
     0.13809      0.61056      0.61056     -7.07123 
     0.13819      0.61071      0.61071     -7.07122 
     0.13829      0.61086      0.61086     -7.07122 
     0.13839      0.61101      0.61101     -7.07121 
     0.13849      0.61116      0.61116     -7.07121 
     0.13859      0.61131      0.61131     -7.07121 
     0.13869      0.61146      0.61146     -7.07120 
     0.13879      0.61161      0.61161     -7.07120 
     0.13889      0.61176      0.61176     -7.07119 
     0.13899      0.61191      0.61191     -7.07119 
     0.13909      0.61206      0.61206     -7.07119 
     0.13919      0.61221      0.61221     -7.07118 
     0.13929      0.61236      0.61236     -7.07118 
     0.13939      0.61250      0.61250     -7.07118 
     0.13949      0.61265      0.61265     -7.07117 
     0.13959      0.61280      0.61280     -7.07117 
     0.13969      0.61295      0.61295     -7.07116 
     0.13979      0.61310      0.61310     -7.07116 
     0.13989      0.61324      0.61324     -7.07116 
     0.13999      0.61339      0.61339     -7.07115 
     0.14009      0.61354      0.61354     -7.07115 
     0.14019      0.61368      0.61368     -7.07115 
     0.14029      0.61383      0.61383     -7.07114 
     0.14039      0.61397      0.61397     -7.07114 
     0.14049      0.61412      0.61412     -7.07113 
     0.14059      0.61426      0.61426     -7.07113 
     0.14069      0.61441      0.61441     -7.07113 
     0.14079      0.61455      0.61455     -7.07112 
     0.14089      0.61470      0.61470     -7.07112 
     0.14099      0.61484      0.61484     -7.07111 
     0.14109      0.61499      0.61499     -7.07111 
     0.14119      0.61513      0.61513     -7.07111 
     0.14129      0.61527      0.61527     -7.07110 
     0.14139      0.61542      0.61542     -7.07110 
     0.14149      0.61556      0.61556     -7.07110 
     0.14159      0.61570      0.61570     -7.07109 
     0.14169      0.61585      0.61585     -7.07109 
     0.14179      0.61599      0.61599     -7.07108 
     0.14189      0.61613      0.61613     -7.07108 
     0.14199      0.61627      0.61627     -7.07108 
     0.14209      0.61641      0.61641     -7.07107 
     0.14219      0.61656      0.61656     -7.07107 
     0.14229      0.61670      0.61670     -7.07106 
     0.14239      0.61684      0.61684     -7.07106 
     0.14249      0.61698      0.61698     -7.07106 
     0.14259      0.61712      0.61712     -7.07105 
     0.14269      0.61726      0.61726     -7.07105 
     0.14279      0.61740      0.61740     -7.07104 
     0.14289      0.61754      0.61754     -7.07104 
     0.14299      0.61768      0.61768     -7.07104 
     0.14309      0.61782      0.61782     -7.07103 
     0.14319      0.61796      0.61796     -7.07103 
     0.14329      0.61809      0.61809     -7.07103 
     0.14339      0.61823      0.61823     -7.07102 
     0.14349      0.61837      0.61837     -7.07102 
     0.14359      0.61851      0.61851     -7.07101 
     0.14369      0.61865      0.61865     -7.07101 
     0.14379      0.61878      0.61878     -7.07101 
     0.14389      0.61892      0.61892     -7.07100 
     0.14399      0.61906      0.61906     -7.07100 
     0.14409      0.61920      0.61920     -7.07099 
     0.14419      0.61933      0.61933     -7.07099 
     0.14429      0.61947      0.61947     -7.07099 
     0.14439      0.61960      0.61960     -7.07098 
     0.14449      0.61974      0.61974     -7.07098 
     0.14459      0.61988      0.61988     -7.07098 
     0.14469      0.62001      0.62001     -7.07097 
     0.14479      0.62015      0.62015     -7.07097 
     0.14489      0.62028      0.62028     -7.07096 
     0.14499      0.62042      0.62042     -7.07096 
     0.14509      0.62055      0.62055     -7.07096 
     0.14519      0.62069      0.62069     -7.07095 
     0.14529      0.62082      0.62082     -7.07095 
     0.14539      0.62095      0.62095     -7.07094 
     0.14549      0.62109      0.62109     -7.07094 
     0.14559      0.62122      0.62122     -7.07094 
     0.14569      0.62135      0.62135     -7.07093 
     0.14579      0.62149      0.62149     -7.07093 
     0.14589      0.62162      0.62162     -7.07092 
     0.14599      0.62175      0.62175     -7.07092 
     0.14609      0.62188      0.62188     -7.07092 
     0.14619      0.62202      0.62202     -7.07091 
     0.14629      0.62215      0.62215     -7.07091 
     0.14639      0.62228      0.62228     -7.07090 
     0.14649      0.62241      0.62241     -7.07090 
     0.14659      0.62254      0.62254     -7.07090 
     0.14669      0.62267      0.62267     -7.07089 
     0.14679      0.62280      0.62280     -7.07089 
     0.14689      0.62293      0.62293     -7.07089 
     0.14699      0.62306      0.62306     -7.07088 
     0.14709      0.62319      0.62319     -7.07088 
     0.14719      0.62332      0.62332     -7.07087 
     0.14729      0.62345      0.62345     -7.07087 
     0.14739      0.62358      0.62358     -7.07087 
     0.14749      0.62371      0.62371     -7.07086 
     0.14759      0.62384      0.62384     -7.07086 
     0.14769      0.62397      0.62397     -7.07085 
     0.14779      0.62409      0.62409     -7.07085 
     0.14789      0.62422      0.62422     -7.07085 
     0.14799      0.62435      0.62435     -7.07084 
     0.14809      0.62448      0.62448     -7.07084 
     0.14819      0.62460      0.62461     -7.07083 
     0.14829      0.62473      0.62473     -7.07083 
     0.14839      0.62486      0.62486     -7.07083 
     0.14849      0.62499      0.62499     -7.07082 
     0.14859      0.62511      0.62511     -7.07082 
     0.14869      0.62524      0.62524     -7.07081 
     0.14879      0.62536      0.62536     -7.07081 
     0.14889      0.62549      0.62549     -7.07081 
     0.14899      0.62562      0.62562     -7.07080 
     0.14909      0.62574      0.62574     -7.07080 
     0.14919      0.62587      0.62587     -7.07079 
     0.14929      0.62599      0.62599     -7.07079 
     0.14939      0.62612      0.62612     -7.07079 
     0.14949      0.62624      0.62624     -7.07078 
     0.14959      0.62636      0.62636     -7.07078 
     0.14969      0.62649      0.62649     -7.07077 
     0.14979      0.62661      0.62661     -7.07077 
     0.14989      0.62673      0.62673     -7.07077 
     0.14999      0.62686      0.62686     -7.07076 
     0.15008      0.62698      0.62698     -7.07076 
     0.15018      0.62710      0.62710     -7.07076 
     0.15028      0.62723      0.62723     -7.07075 
     0.15038      0.62735      0.62735     -7.07075 
     0.15048      0.62747      0.62747     -7.07074 
     0.15058      0.62759      0.62759     -7.07074 
     0.15068      0.62771      0.62771     -7.07074 
     0.15078      0.62784      0.62784     -7.07073 
     0.15088      0.62796      0.62796     -7.07073 
     0.15098      0.62808      0.62808     -7.07072 
     0.15108      0.62820      0.62820     -7.07072 
     0.15118      0.62832      0.62832     -7.07072 
     0.15128      0.62844      0.62844     -7.07071 
     0.15138      0.62856      0.62856     -7.07071 
     0.15148      0.62868      0.62868     -7.07070 
     0.15158      0.62880      0.62880     -7.07070 
     0.15168      0.62892      0.62892     -7.07070 
     0.15178      0.62904      0.62904     -7.07069 
     0.15188      0.62916      0.62916     -7.07069 
     0.15198      0.62928      0.62928     -7.07068 
     0.15208      0.62940      0.62940     -7.07068 
     0.15218      0.62951      0.62951     -7.07068 
     0.15228      0.62963      0.62963     -7.07067 
     0.15238      0.62975      0.62975     -7.07067 
     0.15248      0.62987      0.62987     -7.07066 
     0.15258      0.62999      0.62999     -7.07066 
     0.15268      0.63010      0.63010     -7.07066 
     0.15278      0.63022      0.63022     -7.07065 
     0.15288      0.63034      0.63034     -7.07065 
     0.15298      0.63045      0.63045     -7.07064 
     0.15308      0.63057      0.63057     -7.07064 
     0.15318      0.63069      0.63069     -7.07064 
     0.15328      0.63080      0.63080     -7.07063 
     0.15338      0.63092      0.63092     -7.07063 
     0.15348      0.63103      0.63103     -7.07062 
     0.15358      0.63115      0.63115     -7.07062 
     0.15368      0.63126      0.63126     -7.07062 
     0.15378      0.63138      0.63138     -7.07061 
     0.15388      0.63149      0.63149     -7.07061 
     0.15398      0.63161      0.63161     -7.07060 
     0.15408      0.63172      0.63172     -7.07060 
     0.15418      0.63184      0.63184     -7.07060 
     0.15428      0.63195      0.63195     -7.07059 
     0.15438      0.63206      0.63206     -7.07059 
     0.15448      0.63218      0.63218     -7.07058 
     0.15458      0.63229      0.63229     -7.07058 
     0.15468      0.63240      0.63240     -7.07058 
     0.15478      0.63252      0.63252     -7.07057 
     0.15488      0.63263      0.63263     -7.07057 
     0.15498      0.63274      0.63274     -7.07056 
     0.15508      0.63285      0.63285     -7.07056 
     0.15518      0.63297      0.63297     -7.07055 
     0.15528      0.63308      0.63308     -7.07055 
     0.15538      0.63319      0.63319     -7.07055 
     0.15548      0.63330      0.63330     -7.07054 
     0.15558      0.63341      0.63341     -7.07054 
     0.15568      0.63352      0.63352     -7.07053 
     0.15578      0.63363      0.63363     -7.07053 
     0.15588      0.63374      0.63374     -7.07053 
     0.15598      0.63385      0.63385     -7.07052 
     0.15608      0.63396      0.63396     -7.07052 
     0.15618      0.63407      0.63407     -7.07051 
     0.15628      0.63418      0.63418     -7.07051 
     0.15638      0.63429      0.63429     -7.07051 
     0.15648      0.63440      0.63440     -7.07050 
     0.15658      0.63451      0.63451     -7.07050 
     0.15668      0.63462      0.63462     -7.07049 
     0.15678      0.63473      0.63473     -7.07049 
     0.15688      0.63484      0.63484     -7.07049 
     0.15698      0.63494      0.63494     -7.07048 
     0.15708      0.63505      0.63505     -7.07048 
     0.15718      0.63516      0.63516     -7.07047 
     0.15728      0.63527      0.63527     -7.07047 
     0.15738      0.63538      0.63538     -7.07047 
     0.15748      0.63548      0.63548     -7.07046 
     0.15758      0.63559      0.63559     -7.07046 
     0.15768      0.63570      0.63570     -7.07045 
     0.15778      0.63580      0.63580     -7.07045 
     0.15788      0.63591      0.63591     -7.07045 
     0.15798      0.63602      0.63602     -7.07044 
     0.15808      0.63612      0.63612     -7.07044 
     0.15818      0.63623      0.63623     -7.07043 
     0.15828      0.63633      0.63633     -7.07043 
     0.15838      0.63644      0.63644     -7.07042 
     0.15848      0.63654      0.63654     -7.07042 
     0.15858      0.63665      0.63665     -7.07042 
     0.15868      0.63675      0.63675     -7.07041 
     0.15878      0.63686      0.63686     -7.07041 
     0.15888      0.63696      0.63696     -7.07040 
     0.15898      0.63707      0.63707     -7.07040 
     0.15908      0.63717      0.63717     -7.07040 
     0.15918      0.63727      0.63727     -7.07039 
     0.15928      0.63738      0.63738     -7.07039 
     0.15938      0.63748      0.63748     -7.07038 
     0.15948      0.63758      0.63758     -7.07038 
     0.15958      0.63769      0.63769     -7.07038 
     0.15968      0.63779      0.63779     -7.07037 
     0.15978      0.63789      0.63789     -7.07037 
     0.15988      0.63799      0.63799     -7.07036 
     0.15998      0.63809      0.63809     -7.07036 
     0.16008      0.63820      0.63820     -7.07036 
     0.16018      0.63830      0.63830     -7.07035 
     0.16028      0.63840      0.63840     -7.07035 
     0.16038      0.63850      0.63850     -7.07034 
     0.16048      0.63860      0.63860     -7.07034 
     0.16058      0.63870      0.63870     -7.07033 
     0.16068      0.63880      0.63880     -7.07033 
     0.16078      0.63890      0.63890     -7.07033 
     0.16088      0.63900      0.63900     -7.07032 
     0.16098      0.63910      0.63910     -7.07032 
     0.16108      0.63920      0.63920     -7.07031 
     0.16118      0.63930      0.63930     -7.07031 
     0.16128      0.63940      0.63940     -7.07031 
     0.16138      0.63950      0.63950     -7.07030 
     0.16148      0.63960      0.63960     -7.07030 
     0.16158      0.63970      0.63970     -7.07029 
     0.16168      0.63980      0.63980     -7.07029 
     0.16178      0.63990      0.63990     -7.07028 
     0.16188      0.63999      0.63999     -7.07028 
     0.16198      0.64009      0.64009     -7.07028 
     0.16208      0.64019      0.64019     -7.07027 
     0.16218      0.64029      0.64029     -7.07027 
     0.16228      0.64039      0.64039     -7.07026 
     0.16238      0.64048      0.64048     -7.07026 
     0.16248      0.64058      0.64058     -7.07026 
     0.16258      0.64068      0.64068     -7.07025 
     0.16268      0.64077      0.64077     -7.07025 
     0.16278      0.64087      0.64087     -7.07024 
     0.16288      0.64097      0.64097     -7.07024 
     0.16298      0.64106      0.64106     -7.07024 
     0.16308      0.64116      0.64116     -7.07023 
     0.16318      0.64125      0.64125     -7.07023 
     0.16328      0.64135      0.64135     -7.07022 
     0.16338      0.64144      0.64144     -7.07022 
     0.16348      0.64154      0.64154     -7.07021 
     0.16358      0.64163      0.64163     -7.07021 
     0.16368      0.64173      0.64173     -7.07021 
     0.16378      0.64182      0.64182     -7.07020 
     0.16388      0.64192      0.64192     -7.07020 
     0.16398      0.64201      0.64201     -7.07019 
     0.16408      0.64211      0.64211     -7.07019 
     0.16418      0.64220      0.64220     -7.07019 
     0.16428      0.64229      0.64229     -7.07018 
     0.16438      0.64239      0.64239     -7.07018 
     0.16448      0.64248      0.64248     -7.07017 
     0.16458      0.64257      0.64257     -7.07017 
     0.16468      0.64267      0.64267     -7.07016 
     0.16478      0.64276      0.64276     -7.07016 
     0.16488      0.64285      0.64285     -7.07016 
     0.16498      0.64294      0.64294     -7.07015 
     0.16508      0.64303      0.64303     -7.07015 
     0.16518      0.64313      0.64313     -7.07014 
     0.16528      0.64322      0.64322     -7.07014 
     0.16538      0.64331      0.64331     -7.07014 
     0.16548      0.64340      0.64340     -7.07013 
     0.16558      0.64349      0.64349     -7.07013 
     0.16568      0.64358      0.64358     -7.07012 
     0.16578      0.64367      0.64367     -7.07012 
     0.16588      0.64376      0.64376     -7.07011 
     0.16598      0.64385      0.64385     -7.07011 
     0.16608      0.64394      0.64394     -7.07011 
     0.16618      0.64403      0.64403     -7.07010 
     0.16628      0.64412      0.64412     -7.07010 
     0.16638      0.64421      0.64421     -7.07009 
     0.16648      0.64430      0.64430     -7.07009 
     0.16658      0.64439      0.64439     -7.07008 
     0.16668      0.64448      0.64448     -7.07008 
     0.16678      0.64457      0.64457     -7.07008 
     0.16688      0.64466      0.64466     -7.07007 
     0.16698      0.64475      0.64475     -7.07007 
     0.16708      0.64483      0.64483     -7.07006 
     0.16718      0.64492      0.64492     -7.07006 
     0.16728      0.64501      0.64501     -7.07006 
     0.16738      0.64510      0.64510     -7.07005 
     0.16748      0.64518      0.64518     -7.07005 
     0.16758      0.64527      0.64527     -7.07004 
     0.16768      0.64536      0.64536     -7.07004 
     0.16778      0.64545      0.64545     -7.07003 
     0.16788      0.64553      0.64553     -7.07003 
     0.16798      0.64562      0.64562     -7.07003 
     0.16808      0.64571      0.64571     -7.07002 
     0.16818      0.64579      0.64579     -7.07002 
     0.16828      0.64588      0.64588     -7.07001 
     0.16838      0.64596      0.64596     -7.07001 
     0.16848      0.64605      0.64605     -7.07000 
     0.16858      0.64613      0.64613     -7.07000 
     0.16868      0.64622      0.64622     -7.07000 
     0.16878      0.64630      0.64630     -7.06999 
     0.16888      0.64639      0.64639     -7.06999 
     0.16898      0.64647      0.64647     -7.06998 
     0.16908      0.64656      0.64656     -7.06998 
     0.16918      0.64664      0.64664     -7.06998 
     0.16928      0.64673      0.64673     -7.06997 
     0.16938      0.64681      0.64681     -7.06997 
     0.16948      0.64689      0.64689     -7.06996 
     0.16958      0.64698      0.64698     -7.06996 
     0.16968      0.64706      0.64706     -7.06995 
     0.16978      0.64714      0.64714     -7.06995 
     0.16988      0.64723      0.64723     -7.06995 
     0.16998      0.64731      0.64731     -7.06994 
     0.17008      0.64739      0.64739     -7.06994 
     0.17018      0.64748      0.64748     -7.06993 
     0.17028      0.64756      0.64756     -7.06993 
     0.17038      0.64764      0.64764     -7.06992 
     0.17048      0.64772      0.64772     -7.06992 
     0.17058      0.64780      0.64780     -7.06992 
     0.17068      0.64788      0.64788     -7.06991 
     0.17078      0.64797      0.64797     -7.06991 
     0.17088      0.64805      0.64805     -7.06990 
     0.17098      0.64813      0.64813     -7.06990 
     0.17108      0.64821      0.64821     -7.06989 
     0.17118      0.64829      0.64829     -7.06989 
     0.17128      0.64837      0.64837     -7.06989 
     0.17138      0.64845      0.64845     -7.06988 
     0.17148      0.64853      0.64853     -7.06988 
     0.17158      0.64861      0.64861     -7.06987 
     0.17168      0.64869      0.64869     -7.06987 
     0.17178      0.64877      0.64877     -7.06986 
     0.17188      0.64885      0.64885     -7.06986 
     0.17198      0.64893      0.64893     -7.06986 
     0.17208      0.64901      0.64901     -7.06985 
     0.17218      0.64909      0.64909     -7.06985 
     0.17228      0.64916      0.64916     -7.06984 
     0.17238      0.64924      0.64924     -7.06984 
     0.17248      0.64932      0.64932     -7.06983 
     0.17258      0.64940      0.64940     -7.06983 
     0.17268      0.64948      0.64948     -7.06983 
     0.17278      0.64956      0.64956     -7.06982 
     0.17288      0.64963      0.64963     -7.06982 
     0.17298      0.64971      0.64971     -7.06981 
     0.17308      0.64979      0.64979     -7.06981 
     0.17318      0.64986      0.64986     -7.06980 
     0.17328      0.64994      0.64994     -7.06980 
     0.17338      0.65002      0.65002     -7.06980 
     0.17348      0.65009      0.65009     -7.06979 
     0.17358      0.65017      0.65017     -7.06979 
     0.17368      0.65025      0.65025     -7.06978 
     0.17378      0.65032      0.65032     -7.06978 
     0.17388      0.65040      0.65040     -7.06977 
     0.17398      0.65047      0.65047     -7.06977 
     0.17408      0.65055      0.65055     -7.06977 
     0.17418      0.65063      0.65063     -7.06976 
     0.17428      0.65070      0.65070     -7.06976 
     0.17438      0.65078      0.65078     -7.06975 
     0.17448      0.65085      0.65085     -7.06975 
     0.17458      0.65092      0.65092     -7.06974 
     0.17468      0.65100      0.65100     -7.06974 
     0.17478      0.65107      0.65107     -7.06974 
     0.17488      0.65115      0.65115     -7.06973 
     0.17498      0.65122      0.65122     -7.06973 
     0.17508      0.65129      0.65129     -7.06972 
     0.17518      0.65137      0.65137     -7.06972 
     0.17528      0.65144      0.65144     -7.06971 
     0.17538      0.65151      0.65151     -7.06971 
     0.17548      0.65159      0.65159     -7.06971 
     0.17558      0.65166      0.65166     -7.06970 
     0.17568      0.65173      0.65173     -7.06970 
     0.17578      0.65181      0.65181     -7.06969 
     0.17588      0.65188      0.65188     -7.06969 
     0.17598      0.65195      0.65195     -7.06968 
     0.17608      0.65202      0.65202     -7.06968 
     0.17618      0.65209      0.65209     -7.06967 
     0.17628      0.65217      0.65217     -7.06967 
     0.17638      0.65224      0.65224     -7.06967 
     0.17648      0.65231      0.65231     -7.06966 
     0.17658      0.65238      0.65238     -7.06966 
     0.17668      0.65245      0.65245     -7.06965 
     0.17678      0.65252      0.65252     -7.06965 
     0.17688      0.65259      0.65259     -7.06964 
     0.17698      0.65266      0.65266     -7.06964 
     0.17708      0.65273      0.65273     -7.06964 
     0.17718      0.65280      0.65280     -7.06963 
     0.17728      0.65287      0.65287     -7.06963 
     0.17738      0.65294      0.65294     -7.06962 
     0.17748      0.65301      0.65301     -7.06962 
     0.17758      0.65308      0.65308     -7.06961 
     0.17768      0.65315      0.65315     -7.06961 
     0.17778      0.65322      0.65322     -7.06961 
     0.17788      0.65329      0.65329     -7.06960 
     0.17798      0.65336      0.65336     -7.06960 
     0.17808      0.65343      0.65343     -7.06959 
     0.17818      0.65349      0.65349     -7.06959 
     0.17828      0.65356      0.65356     -7.06958 
     0.17838      0.65363      0.65363     -7.06958 
     0.17848      0.65370      0.65370     -7.06957 
     0.17858      0.65377      0.65377     -7.06957 
     0.17868      0.65383      0.65383     -7.06957 
     0.17878      0.65390      0.65390     -7.06956 
     0.17888      0.65397      0.65397     -7.06956 
     0.17898      0.65404      0.65404     -7.06955 
     0.17908      0.65410      0.65410     -7.06955 
     0.17918      0.65417      0.65417     -7.06954 
     0.17928      0.65424      0.65424     -7.06954 
     0.17938      0.65430      0.65430     -7.06954 
     0.17948      0.65437      0.65437     -7.06953 
     0.17958      0.65443      0.65443     -7.06953 
     0.17968      0.65450      0.65450     -7.06952 
     0.17978      0.65457      0.65457     -7.06952 
     0.17988      0.65463      0.65463     -7.06951 
     0.17998      0.65470      0.65470     -7.06951 
     0.18008      0.65476      0.65476     -7.06950 
     0.18018      0.65483      0.65483     -7.06950 
     0.18028      0.65489      0.65489     -7.06950 
     0.18038      0.65496      0.65496     -7.06949 
     0.18048      0.65502      0.65502     -7.06949 
     0.18058      0.65509      0.65509     -7.06948 
     0.18068      0.65515      0.65515     -7.06948 
     0.18078      0.65521      0.65521     -7.06947 
     0.18088      0.65528      0.65528     -7.06947 
     0.18098      0.65534      0.65534     -7.06946 
     0.18108      0.65541      0.65541     -7.06946 
     0.18118      0.65547      0.65547     -7.06946 
     0.18128      0.65553      0.65553     -7.06945 
     0.18138      0.65560      0.65560     -7.06945 
     0.18148      0.65566      0.65566     -7.06944 
     0.18158      0.65572      0.65572     -7.06944 
     0.18168      0.65578      0.65578     -7.06943 
     0.18178      0.65585      0.65585     -7.06943 
     0.18188      0.65591      0.65591     -7.06942 
     0.18198      0.65597      0.65597     -7.06942 
     0.18208      0.65603      0.65603     -7.06942 
     0.18218      0.65609      0.65610     -7.06941 
     0.18228      0.65616      0.65616     -7.06941 
     0.18238      0.65622      0.65622     -7.06940 
     0.18248      0.65628      0.65628     -7.06940 
     0.18258      0.65634      0.65634     -7.06939 
     0.18268      0.65640      0.65640     -7.06939 
     0.18278      0.65646      0.65646     -7.06938 
     0.18288      0.65652      0.65652     -7.06938 
     0.18298      0.65658      0.65658     -7.06938 
     0.18308      0.65664      0.65664     -7.06937 
     0.18318      0.65670      0.65670     -7.06937 
     0.18328      0.65676      0.65676     -7.06936 
     0.18338      0.65682      0.65682     -7.06936 
     0.18348      0.65688      0.65688     -7.06935 
     0.18358      0.65694      0.65694     -7.06935 
     0.18368      0.65700      0.65700     -7.06934 
     0.18378      0.65706      0.65706     -7.06934 
     0.18388      0.65712      0.65712     -7.06934 
     0.18398      0.65718      0.65718     -7.06933 
     0.18408      0.65724      0.65724     -7.06933 
     0.18418      0.65730      0.65730     -7.06932 
     0.18428      0.65736      0.65736     -7.06932 
     0.18438      0.65741      0.65741     -7.06931 
     0.18448      0.65747      0.65747     -7.06931 
     0.18458      0.65753      0.65753     -7.06930 
     0.18468      0.65759      0.65759     -7.06930 
     0.18478      0.65765      0.65765     -7.06930 
     0.18488      0.65770      0.65770     -7.06929 
     0.18498      0.65776      0.65776     -7.06929 
     0.18508      0.65782      0.65782     -7.06928 
     0.18518      0.65787      0.65787     -7.06928 
     0.18528      0.65793      0.65793     -7.06927 
     0.18538      0.65799      0.65799     -7.06927 
     0.18548      0.65804      0.65805     -7.06926 
     0.18558      0.65810      0.65810     -7.06926 
     0.18568      0.65816      0.65816     -7.06926 
     0.18578      0.65821      0.65821     -7.06925 
     0.18588      0.65827      0.65827     -7.06925 
     0.18598      0.65833      0.65833     -7.06924 
     0.18608      0.65838      0.65838     -7.06924 
     0.18618      0.65844      0.65844     -7.06923 
     0.18628      0.65849      0.65849     -7.06923 
     0.18638      0.65855      0.65855     -7.06922 
     0.18648      0.65860      0.65860     -7.06922 
     0.18658      0.65866      0.65866     -7.06921 
     0.18668      0.65871      0.65871     -7.06921 
     0.18678      0.65877      0.65877     -7.06921 
     0.18688      0.65882      0.65882     -7.06920 
     0.18698      0.65887      0.65887     -7.06920 
     0.18708      0.65893      0.65893     -7.06919 
     0.18718      0.65898      0.65898     -7.06919 
     0.18728      0.65904      0.65904     -7.06918 
     0.18738      0.65909      0.65909     -7.06918 
     0.18748      0.65914      0.65914     -7.06917 
     0.18758      0.65920      0.65920     -7.06917 
     0.18768      0.65925      0.65925     -7.06917 
     0.18778      0.65930      0.65930     -7.06916 
     0.18788      0.65936      0.65936     -7.06916 
     0.18798      0.65941      0.65941     -7.06915 
     0.18808      0.65946      0.65946     -7.06915 
     0.18818      0.65951      0.65951     -7.06914 
     0.18828      0.65957      0.65957     -7.06914 
     0.18838      0.65962      0.65962     -7.06913 
     0.18848      0.65967      0.65967     -7.06913 
     0.18858      0.65972      0.65972     -7.06912 
     0.18868      0.65977      0.65977     -7.06912 
     0.18878      0.65982      0.65982     -7.06912 
     0.18888      0.65988      0.65988     -7.06911 
     0.18898      0.65993      0.65993     -7.06911 
     0.18908      0.65998      0.65998     -7.06910 
     0.18918      0.66003      0.66003     -7.06910 
     0.18928      0.66008      0.66008     -7.06909 
     0.18938      0.66013      0.66013     -7.06909 
     0.18948      0.66018      0.66018     -7.06908 
     0.18958      0.66023      0.66023     -7.06908 
     0.18968      0.66028      0.66028     -7.06907 
     0.18978      0.66033      0.66033     -7.06907 
     0.18988      0.66038      0.66038     -7.06907 
     0.18998      0.66043      0.66043     -7.06906 
     0.19008      0.66048      0.66048     -7.06906 
     0.19018      0.66053      0.66053     -7.06905 
     0.19028      0.66058      0.66058     -7.06905 
     0.19038      0.66063      0.66063     -7.06904 
     0.19048      0.66068      0.66068     -7.06904 
     0.19058      0.66073      0.66073     -7.06903 
     0.19068      0.66077      0.66077     -7.06903 
     0.19078      0.66082      0.66082     -7.06902 
     0.19088      0.66087      0.66087     -7.06902 
     0.19098      0.66092      0.66092     -7.06902 
     0.19108      0.66097      0.66097     -7.06901 
     0.19118      0.66101      0.66102     -7.06901 
     0.19128      0.66106      0.66106     -7.06900 
     0.19138      0.66111      0.66111     -7.06900 
     0.19148      0.66116      0.66116     -7.06899 
     0.19158      0.66121      0.66121     -7.06899 
     0.19168      0.66125      0.66125     -7.06898 
     0.19178      0.66130      0.66130     -7.06898 
     0.19188      0.66135      0.66135     -7.06897 
     0.19198      0.66139      0.66139     -7.06897 
     0.19208      0.66144      0.66144     -7.06896 
     0.19218      0.66149      0.66149     -7.06896 
     0.19228      0.66153      0.66153     -7.06896 
     0.19238      0.66158      0.66158     -7.06895 
     0.19248      0.66162      0.66162     -7.06895 
     0.19258      0.66167      0.66167     -7.06894 
     0.19268      0.66172      0.66172     -7.06894 
     0.19278      0.66176      0.66176     -7.06893 
     0.19288      0.66181      0.66181     -7.06893 
     0.19298      0.66185      0.66185     -7.06892 
     0.19308      0.66190      0.66190     -7.06892 
     0.19318      0.66194      0.66194     -7.06891 
     0.19328      0.66199      0.66199     -7.06891 
     0.19338      0.66203      0.66203     -7.06890 
     0.19348      0.66208      0.66208     -7.06890 
     0.19358      0.66212      0.66212     -7.06890 
     0.19368      0.66216      0.66216     -7.06889 
     0.19378      0.66221      0.66221     -7.06889 
     0.19388      0.66225      0.66225     -7.06888 
     0.19398      0.66230      0.66230     -7.06888 
     0.19408      0.66234      0.66234     -7.06887 
     0.19418      0.66238      0.66238     -7.06887 
     0.19428      0.66243      0.66243     -7.06886 
     0.19438      0.66247      0.66247     -7.06886 
     0.19448      0.66251      0.66251     -7.06885 
     0.19458      0.66256      0.66256     -7.06885 
     0.19468      0.66260      0.66260     -7.06884 
     0.19478      0.66264      0.66264     -7.06884 
     0.19488      0.66268      0.66268     -7.06884 
     0.19498      0.66273      0.66273     -7.06883 
     0.19508      0.66277      0.66277     -7.06883 
     0.19518      0.66281      0.66281     -7.06882 
     0.19528      0.66285      0.66285     -7.06882 
     0.19538      0.66289      0.66289     -7.06881 
     0.19548      0.66294      0.66294     -7.06881 
     0.19558      0.66298      0.66298     -7.06880 
     0.19568      0.66302      0.66302     -7.06880 
     0.19578      0.66306      0.66306     -7.06879 
     0.19588      0.66310      0.66310     -7.06879 
     0.19598      0.66314      0.66314     -7.06878 
     0.19608      0.66318      0.66318     -7.06878 
     0.19618      0.66322      0.66322     -7.06878 
     0.19628      0.66326      0.66326     -7.06877 
     0.19638      0.66330      0.66330     -7.06877 
     0.19648      0.66335      0.66335     -7.06876 
     0.19658      0.66339      0.66339     -7.06876 
     0.19668      0.66343      0.66343     -7.06875 
     0.19678      0.66347      0.66347     -7.06875 
     0.19688      0.66350      0.66350     -7.06874 
     0.19698      0.66354      0.66354     -7.06874 
     0.19708      0.66358      0.66358     -7.06873 
     0.19718      0.66362      0.66362     -7.06873 
     0.19728      0.66366      0.66366     -7.06872 
     0.19738      0.66370      0.66370     -7.06872 
     0.19748      0.66374      0.66374     -7.06871 
     0.19758      0.66378      0.66378     -7.06871 
     0.19768      0.66382      0.66382     -7.06871 
