x_mat     x2
0.415584    0.574828
0.416583    0.573977
0.417582    0.573125
0.418581    0.572272
0.41958    0.571416
0.420579    0.57056
0.421578    0.569702
0.422577    0.568842
0.423576    0.567981
0.424575    0.567118
0.425574    0.566254
0.426573    0.565389
0.427572    0.564522
0.428571    0.563653
0.42957    0.562784
0.430569    0.561913
0.431568    0.56104
0.432567    0.560167
0.433566    0.559291
0.434565    0.558415
0.435564    0.557537
0.436563    0.556658
0.437562    0.555778
0.438561    0.554896
0.43956    0.554014
0.440559    0.55313
0.441558    0.552244
0.442557    0.551358
0.443556    0.55047
0.444555    0.549581
0.445554    0.548691
0.446553    0.5478
0.447552    0.546907
0.448551    0.546014
0.44955    0.545119
0.450549    0.544223
0.451548    0.543326
0.452547    0.542428
0.453546    0.541529
0.454545    0.540629
0.455544    0.539728
0.456543    0.538825
0.457542    0.537922
0.458541    0.537017
0.45954    0.536112
0.460539    0.535205
0.461538    0.534298
0.462537    0.533389
0.463536    0.53248
0.464535    0.531569
0.465534    0.530658
0.466533    0.529746
0.467532    0.528832
0.468531    0.527918
0.46953    0.527003
0.470529    0.526087
0.471528    0.52517
0.472527    0.524252
0.473526    0.523333
0.474525    0.522413
0.475524    0.521493
0.476523    0.520571
0.477522    0.519649
0.478521    0.518726
0.47952    0.517802
0.480519    0.516877
0.481518    0.515951
0.482517    0.515025
0.483516    0.514097
0.484515    0.513169
0.485514    0.51224
0.486513    0.511311
0.487512    0.51038
0.488511    0.509449
0.48951    0.508517
0.490509    0.507584
0.491508    0.506651
0.492507    0.505717
0.493506    0.504782
0.494505    0.503846
0.495504    0.50291
0.496503    0.501972
0.497502    0.501035
0.498501    0.500096
0.4995    0.499157
0.500499    0.498217
0.501498    0.497276
0.502497    0.496335
0.503496    0.495393
0.504495    0.494451
0.505494    0.493508
0.506493    0.492564
0.507492    0.491619
0.508491    0.490674
0.50949    0.489728
0.510489    0.488782
0.511488    0.487835
0.512487    0.486888
0.513486    0.485939
0.514486    0.484991
0.515485    0.484041
0.516484    0.483091
0.517483    0.482141
0.518482    0.48119
0.519481    0.480238
0.52048    0.479286
0.521479    0.478333
0.522478    0.47738
0.523477    0.476426
0.524476    0.475472
0.525475    0.474517
0.526474    0.473561
0.527473    0.472605
0.528472    0.471649
0.529471    0.470692
0.53047    0.469734
0.531469    0.468776
0.532468    0.467818
0.533467    0.466859
0.534466    0.4659
0.535465    0.46494
0.536464    0.463979
0.537463    0.463018
0.538462    0.462057
0.539461    0.461095
0.54046    0.460133
0.541459    0.45917
0.542458    0.458207
0.543457    0.457243
0.544456    0.456279
0.545455    0.455315
0.546454    0.45435
0.547453    0.453384
0.548452    0.452419
0.549451    0.451452
0.55045    0.450486
0.551449    0.449519
0.552448    0.448551
0.553447    0.447584
0.554446    0.446615
0.555445    0.445647
0.556444    0.444678
0.557443    0.443708
0.558442    0.442739
0.559441    0.441768
0.56044    0.440798
0.561439    0.439827
0.562438    0.438856
0.563437    0.437884
0.564436    0.436912
0.565435    0.43594
0.566434    0.434967
0.567433    0.433994
0.568432    0.43302
0.569431    0.432047
0.57043    0.431073
0.571429    0.430098
0.572428    0.429123
0.573427    0.428148
0.574426    0.427173
0.575425    0.426197
0.576424    0.425221
0.577423    0.424245
0.578422    0.423268
0.579421    0.422291
0.58042    0.421314
0.581419    0.420336
0.582418    0.419358
0.583417    0.41838
0.584416    0.417402
0.585415    0.416423
0.586414    0.415444
0.587413    0.414464
0.588412    0.413485
0.589411    0.412505
0.59041    0.411525
0.591409    0.410544
0.592408    0.409563
0.593407    0.408582
0.594406    0.407601
0.595405    0.40662
0.596404    0.405638
0.597403    0.404656
0.598402    0.403673
0.599401    0.402691
0.6004    0.401708
0.601399    0.400725
0.602398    0.399742
0.603397    0.398758
0.604396    0.397774
0.605395    0.39679
0.606394    0.395806
0.607393    0.394821
0.608392    0.393836
0.609391    0.392852
0.61039    0.391866
0.611389    0.390881
0.612388    0.389895
0.613387    0.388909
0.614386    0.387923
0.615385    0.386937
0.616384    0.38595
0.617383    0.384964
0.618382    0.383977
0.619381    0.382989
0.62038    0.382002
0.621379    0.381015
0.622378    0.380027
0.623377    0.379039
0.624376    0.378051
0.625375    0.377062
0.626374    0.376074
0.627373    0.375085
0.628372    0.374096
0.629371    0.373107
0.63037    0.372118
0.631369    0.371128
0.632368    0.370138
0.633367    0.369149
0.634366    0.368158
0.635365    0.367168
0.636364    0.366178
0.637363    0.365187
0.638362    0.364197
0.639361    0.363206
0.64036    0.362215
0.641359    0.361223
0.642358    0.360232
0.643357    0.35924
0.644356    0.358249
0.645355    0.357257
0.646354    0.356265
0.647353    0.355272
0.648352    0.35428
0.649351    0.353287
0.65035    0.352295
0.651349    0.351302
0.652348    0.350309
0.653347    0.349316
0.654346    0.348323
0.655345    0.347329
0.656344    0.346336
0.657343    0.345342
0.658342    0.344348
0.659341    0.343354
0.66034    0.34236
0.661339    0.341366
0.662338    0.340371
0.663337    0.339377
0.664336    0.338382
0.665335    0.337387
0.666334    0.336392
0.667333    0.335397
0.668332    0.334402
0.669331    0.333407
0.67033    0.332411
0.671329    0.331416
0.672328    0.33042
0.673327    0.329424
0.674326    0.328429
0.675325    0.327432
0.676324    0.326436
0.677323    0.32544
0.678322    0.324444
0.679321    0.323447
0.68032    0.322451
0.681319    0.321454
0.682318    0.320457
0.683317    0.31946
0.684316    0.318463
0.685315    0.317466
0.686314    0.316469
0.687313    0.315471
0.688312    0.314474
0.689311    0.313476
0.69031    0.312478
0.691309    0.311481
0.692308    0.310483
0.693307    0.309485
0.694306    0.308487
0.695305    0.307489
0.696304    0.30649
0.697303    0.305492
0.698302    0.304493
0.699301    0.303495
0.7003    0.302496
0.701299    0.301497
0.702298    0.300499
0.703297    0.2995
0.704296    0.298501
0.705295    0.297502
0.706294    0.296502
0.707293    0.295503
0.708292    0.294504
0.709291    0.293504
0.71029    0.292505
0.711289    0.291505
0.712288    0.290506
0.713287    0.289506
0.714286    0.288506
0.715285    0.287506
0.716284    0.286506
0.717283    0.285506
0.718282    0.284506
0.719281    0.283505
0.72028    0.282505
0.721279    0.281505
0.722278    0.280504
0.723277    0.279504
0.724276    0.278503
0.725275    0.277502
0.726274    0.276502
0.727273    0.275501
0.728272    0.2745
0.729271    0.273499
0.73027    0.272498
0.731269    0.271497
0.732268    0.270496
0.733267    0.269494
0.734266    0.268493
0.735265    0.267492
0.736264    0.26649
0.737263    0.265489
0.738262    0.264487
0.739261    0.263486
0.74026    0.262484
0.741259    0.261482
0.742258    0.26048
0.743257    0.259478
0.744256    0.258477
0.745255    0.257475
0.746254    0.256472
0.747253    0.25547
0.748252    0.254468
0.749251    0.253466
0.75025    0.252464
0.751249    0.251461
0.752248    0.250459
0.753247    0.249457
0.754246    0.248454
0.755245    0.247452
0.756244    0.246449
0.757243    0.245446
0.758242    0.244444
0.759241    0.243441
0.76024    0.242438
0.761239    0.241435
0.762238    0.240432
0.763237    0.239429
0.764236    0.238426
0.765235    0.237423
0.766234    0.23642
0.767233    0.235417
0.768232    0.234414
0.769231    0.233411
0.77023    0.232407
0.771229    0.231404
0.772228    0.230401
0.773227    0.229397
0.774226    0.228394
0.775225    0.22739
0.776224    0.226387
0.777223    0.225383
0.778222    0.224379
0.779221    0.223376
0.78022    0.222372
0.781219    0.221368
0.782218    0.220364
0.783217    0.21936
0.784216    0.218357
0.785215    0.217353
0.786214    0.216349
0.787213    0.215345
0.788212    0.214341
0.789211    0.213337
0.79021    0.212332
0.791209    0.211328
0.792208    0.210324
0.793207    0.20932
0.794206    0.208316
0.795205    0.207311
0.796204    0.206307
0.797203    0.205303
0.798202    0.204298
0.799201    0.203294
0.8002    0.202289
0.801199    0.201285
0.802198    0.20028
0.803197    0.199276
0.804196    0.198271
0.805195    0.197266
0.806194    0.196262
0.807193    0.195257
0.808192    0.194252
0.809191    0.193248
0.81019    0.192243
0.811189    0.191238
0.812188    0.190233
0.813187    0.189228
0.814186    0.188223
0.815185    0.187218
0.816184    0.186213
0.817183    0.185208
0.818182    0.184203
0.819181    0.183198
0.82018    0.182193
0.821179    0.181188
0.822178    0.180183
0.823177    0.179178
0.824176    0.178172
0.825175    0.177167
0.826174    0.176162
0.827173    0.175157
0.828172    0.174151
0.829171    0.173146
0.83017    0.172141
0.831169    0.171135
0.832168    0.17013
0.833167    0.169124
0.834166    0.168119
0.835165    0.167114
0.836164    0.166108
0.837163    0.165103
0.838162    0.164097
0.839161    0.163091
0.84016    0.162086
0.841159    0.16108
0.842158    0.160075
0.843157    0.159069
0.844156    0.158063
0.845155    0.157058
0.846154    0.156052
0.847153    0.155046
0.848152    0.15404
0.849151    0.153034
0.85015    0.152029
0.851149    0.151023
0.852148    0.150017
0.853147    0.149011
0.854146    0.148005
0.855145    0.146999
0.856144    0.145993
0.857143    0.144987
0.858142    0.143981
0.859141    0.142975
0.86014    0.141969
0.861139    0.140963
0.862138    0.139957
0.863137    0.138951
0.864136    0.137945
0.865135    0.136939
0.866134    0.135933
0.867133    0.134927
0.868132    0.133921
0.869131    0.132915
0.87013    0.131908
0.871129    0.130902
0.872128    0.129896
0.873127    0.12889
0.874126    0.127884
0.875125    0.126877
0.876124    0.125871
0.877123    0.124865
0.878122    0.123858
0.879121    0.122852
0.88012    0.121846
0.881119    0.120839
0.882118    0.119833
0.883117    0.118827
0.884116    0.11782
0.885115    0.116814
0.886114    0.115807
0.887113    0.114801
0.888112    0.113794
0.889111    0.112788
0.89011    0.111781
0.891109    0.110775
0.892108    0.109768
0.893107    0.108762
0.894106    0.107755
0.895105    0.106749
0.896104    0.105742
0.897103    0.104736
0.898102    0.103729
0.899101    0.102722
0.9001    0.101716
0.901099    0.100709
0.902098    0.0997025
0.903097    0.0986959
0.904096    0.0976892
0.905095    0.0966825
0.906094    0.0956758
0.907093    0.0946691
0.908092    0.0936624
0.909091    0.0926557
0.91009    0.091649
0.911089    0.0906422
0.912088    0.0896354
0.913087    0.0886287
0.914086    0.0876219
0.915085    0.0866151
0.916084    0.0856083
0.917083    0.0846015
0.918082    0.0835946
0.919081    0.0825878
0.92008    0.081581
0.921079    0.0805741
0.922078    0.0795672
0.923077    0.0785604
0.924076    0.0775535
0.925075    0.0765466
0.926074    0.0755397
0.927073    0.0745327
0.928072    0.0735258
0.929071    0.0725189
0.93007    0.0715119
0.931069    0.070505
0.932068    0.069498
0.933067    0.0684911
0.934066    0.0674841
0.935065    0.0664771
0.936064    0.0654701
0.937063    0.0644631
0.938062    0.0634561
0.939061    0.062449
0.94006    0.061442
0.941059    0.060435
0.942058    0.0594279
0.943057    0.0584209
0.944056    0.0574138
0.945055    0.0564067
0.946054    0.0553996
0.947053    0.0543926
0.948052    0.0533855
0.949051    0.0523784
0.95005    0.0513712
0.951049    0.0503641
0.952048    0.049357
0.953047    0.0483499
0.954046    0.0473427
0.955045    0.0463356
0.956044    0.0453284
0.957043    0.0443213
0.958042    0.0433141
0.959041    0.0423069
0.96004    0.0412997
0.961039    0.0402925
0.962038    0.0392853
0.963037    0.0382781
0.964036    0.0372709
0.965035    0.0362637
0.966034    0.0352565
0.967033    0.0342492
0.968032    0.033242
0.969031    0.0322348
0.97003    0.0312275
0.971029    0.0302203
0.972028    0.029213
0.973027    0.0282057
0.974026    0.0271985
0.975025    0.0261912
0.976024    0.0251839
0.977023    0.0241766
0.978022    0.0231693
0.979021    0.022162
0.98002    0.0211547
0.981019    0.0201474
0.982018    0.0191401
0.983017    0.0181327
0.984016    0.0171254
0.985015    0.0161181
0.986014    0.0151107
0.987013    0.0141034
0.988012    0.013096
0.989011    0.0120887
0.99001    0.0110813
0.991009    0.0100739
0.992008    0.00906657
0.993007    0.00805919
0.994006    0.00705181
0.995005    0.00604442
0.996004    0.00503703
0.997003    0.00402963
0.998002    0.00302223
0.999001    0.00201483
1    0.00100741
